averageX,averageY,pointsCount,player_name,player_slug,player_shortName,player_position,player_userCount,player_id,player_firstName,player_lastName,team
57.003846153846,66.036538461538,52,Robbie Robinson,robbie-robinson,R. Robinson,F,213,884457,,,home
53.607142857143,76.542857142857,42,Benjamin Cremaschi,cremaschi-benjamin,B. Cremaschi,M,332,1459459,Benjamin Cremaschi,,home
70.279487179487,36.825641025641,39,Lionel Messi,lionel-messi,L. Messi,F,547028,12994,,,home
36.104761904762,10.904761904762,21,Ian Fray,fray-ian,I. Fray,D,54,1036290,Ian Fray,,home
31.087719298246,35.282456140351,57,Serhiy Kryvtsov,serhiy-kryvtsov,S. Kryvtsov,D,295,45588,,,home
63.605882352941,47.517647058824,17,Josef Martínez,josef-martinez,J. Martínez,F,2041,133990,,,home
50.337837837838,46.491891891892,37,Sergio Busquets,sergio-busquets,S. Busquets,M,16611,39433,,,home
35.707692307692,70.6,13,Christopher McVey,christopher-mcvey,C. McVey,D,47,881876,,,home
44.848837209302,41.362790697674,86,Dixon Arroyo,dixon-arroyo,D. Arroyo,M,107,158407,,,home
53.551470588235,53.670588235294,68,Robert Taylor,robert-taylor,R. Taylor,M,375,290943,,,home
52.664516129032,29.751612903226,62,DeAndre Yedlin,deandre-yedlin,D. Yedlin,D,691,314040,,,home
31.5,69.482692307692,52,Kamal Miller,kamal-miller,K. Miller,D,371,934841,,,home
7.7019230769231,48.682692307692,52,Drake Callender,drake-callender,D. Callender,G,162,1013934,,,home
55.69,52.42,30,Leonardo Campana,leonardo-campana,L. Campana,F,1025,973557,,,home
55.719444444444,34.333333333333,36,David Ruiz,ruiz-david,D. Ruiz,M,107,1131700,David Ruiz,,home
47.130434782609,81.963043478261,46,Noah Allen,noah-allen,N. Allen,D,104,1069642,Noah Allen,,home
68.72972972973,56.789189189189,37,Moisés,moises,Moisés,F,427,1046501,Moisés,,away
73.584615384615,71.423076923077,13,Christian Tabó,christian-tabo,C. Tabó,F,109,802368,,,away
30.817741935484,30.872580645161,62,Rafael Guerrero,guerrero-rafael,R. Guerrero,D,43,1141150,,,away
68.7,27.365,40,Uriel Antuna,uriel-antuna,U. Antuna,M,485,843198,,,away
69.961904761905,52.047619047619,21,Diber Cambindo,diber-cambindo,D. Cambindo,F,118,947337,,,away
51.292857142857,11.892857142857,14,Rodrigo Huescas,huescas-rodrigo,R. Huescas,M,138,1113368,,,away
52.579310344828,63.741379310345,29,Kevin Castaño,kevin-castano,K. Castaño,M,221,1066915,Kevin Castaño,,away
74.245454545455,38.845454545455,11,Augusto Lotti,augusto-lotti,A. Lotti,F,84,824456,,,away
35.418181818182,69.938961038961,77,Carlos Salcedo,carlos-salcedo,C. Salcedo,D,310,314096,,,away
9.97,51.366666666667,30,Andrés Gudiño,andres-gudino,A. Gudiño,G,23,938577,,,away
41.057142857143,16.210714285714,28,Juan Escobar,juan-escobar,J. Escobar,D,176,805132,,,away
49.815584415584,43.983116883117,77,Jesús Dueñas,jesus-duenas,J. Dueñas,M,55,51967,,,away
56.707575757576,44.177272727273,66,Carlos Rodríguez,carlos-rodriguez,C. Rodríguez,M,309,845849,,,away
63.719480519481,80.78961038961,77,Carlos Rotondi,carlos-rotondi,C. Rotondi,M,171,884868,,,away
52.351086956522,82.546739130435,92,José Rivero,jose-rivero,J. Rivero,M,116,789308,,,away
